\\NICKCOOKSEY\Users\nickc_000\OneDrive\Public\#729 NCMS 155\190201 - Flat Plate Test Grooves\190201-03 - TOP-33 - 60deg_out.csv
2/1/2019,4:04 PM
S/N:SN 0
TYPE:M2_50_Cal
STATUS:IN PROCESS GROOVE MACHINING
Land Diameter:6.10150
ID,X(in),Y(in),Z(in)
0,0.227190561469604,-6.06837950776163E-05,0
0,0.226390562685735,-6.20787172964602E-05,0
0,0.225590546465338,-5.34736547169404E-05,0
0,0.224790530244941,-4.48685921374211E-05,0
0,0.223990514024544,-3.62635295579018E-05,0
0,0.22319048036762,-1.76584821800184E-05,0
0,0.222390446710695,9.46565197864572E-07,0
0,0.221590413053771,1.95516125757471E-05,0
0,0.220790396833374,2.81566751552669E-05,0
0,0.219990363176449,4.67617225331498E-05,0
0,0.219190329519525,6.53667699110332E-05,0
0,0.2183902958626,8.39718172889162E-05,0
0,0.217590262205676,0.000102576864666799,0
0,0.216790245985279,0.000111181927246318,0
0,0.215990212328354,0.000129786974624202,0
0,0.21519017867143,0.000148392022002085,0
0,0.214390145014505,0.000166997069379968,0
0,0.213590111357581,0.000185602116757851,0
0,0.212790095137184,0.00019420717933737,0
0,0.211990061480259,0.000212812226715253,0
0,0.211190045259863,0.000221417289294772,0
0,0.210390046475994,0.000220022367075929,0
0,0.209590047692124,0.000218627444857085,0
0,0.208790066344783,0.000207232537839878,0
0,0.207990084997442,0.00019583763082267,0
0,0.2071901036501,0.000184442723805462,0
0,0.206390139739287,0.000163047831989891,0
0,0.205590158391946,0.000151652924972684,0
0,0.204790194481132,0.000130258033157114,0
0,0.203990213133791,0.000118863126139906,0
0,0.203190249222977,9.74682343243354E-05,0
0,0.202390267875636,8.60733273071279E-05,0
0,0.201590286528294,7.46784202899204E-05,0
0,0.200790287744425,7.32834980710761E-05,0
0,0.199990306397084,6.1888591053869E-05,0
0,0.199190325049742,5.04936840366615E-05,0
0,0.198390326265873,4.90987618178176E-05,0
0,0.197590310045477,5.77038243973374E-05,0
0,0.196790311261608,5.63089021784935E-05,0
0,0.195990329914266,4.4913995161286E-05,0
0,0.195190348566925,3.35190881440781E-05,0
0,0.194390384656111,1.21241963285073E-05,0
0,0.193590438181825,-1.9270680285427E-05,0
0,0.192790491707539,-5.06655568993609E-05,0
0,0.191990545233254,-8.20604335132953E-05,0
0,0.191190598758968,-0.00011345531012723,0
0,0.190390652284682,-0.000144850186741164,0
0,0.189590705810396,-0.000176245063355099,0
0,0.188790741899582,-0.00019763995517067,0
0,0.187990777988769,-0.00021903484698624,0
0,0.187190796641427,-0.000230429754003448,0
0,0.186390815294086,-0.000241824661020655,0
0,0.185590816510217,-0.000243219583239499,0
0,0.184790835162876,-0.000254614490256706,0
0,0.183990853815534,-0.000266009397273914,0
0,0.183190889904721,-0.000287404289089485,0
0,0.182390925993907,-0.000308799180905055,0
0,0.181590979519621,-0.00034019405751899,0
0,0.18079099817228,-0.000351588964536197,0
0,0.179991016824939,-0.000362983871553405,0
0,0.179191018041069,-0.000364378793772249,0
0,0.178390984384145,-0.000345773746394366,0
0,0.17759095072722,-0.000327168699016483,0
0,0.17679088219724,-0.000288563682041873,0
0,0.17599081366726,-0.000249958665067263,0
0,0.175190727700753,-0.000201353663294289,0
0,0.174390659170773,-0.000162748646319679,0
0,0.173590590640793,-0.00012414362934507,0
0,0.172790556983868,-0.000105538581967186,0
0,0.171990558199999,-0.00010693350418603,0
0,0.171190541979602,-9.83284416065109E-05,0
0,0.170390543195733,-9.97233638253547E-05,0
0,0.169590526975336,-9.1118301245835E-05,0
0,0.168790493318412,-7.25132538679524E-05,0
0,0.167990459661487,-5.3908206490069E-05,0
0,0.167190408568035,-2.53031743138224E-05,0
0,0.166390357474583,3.30185786242372E-06,0
0,0.16559030638113,3.19068900386703E-05,0
0,0.164790272724206,5.05119374165533E-05,0
0,0.163990256503809,5.9116999996073E-05,0
0,0.163190292592995,3.77221081805023E-05,0
0,0.162390363555237,-3.67275323179565E-06,0
0,0.161590434517479,-4.50676146440941E-05,0
0,0.160790540352776,-0.000106462445653118,0
