\\NICKCOOKSEY\Users\nickc_000\OneDrive\Public\#729 NCMS 155\190201 - Flat Plate Test Grooves\190201-04 - TOP-33-BOT-10-COR-04 - 60deg_out.csv
2/1/2019,4:40 PM
S/N:SN 0
TYPE:M2_50_Cal
STATUS:IN PROCESS GROOVE MACHINING
Land Diameter:6.10150
ID,X(in),Y(in),Z(in)
0,0.215553659174994,0.000184304102422526,0
0,0.214753642614786,0.000192877514359435,0
0,0.213953661718881,0.000181450958094933,0
0,0.213153680822977,0.000170024401830431,0
0,0.212353717759225,0.000148597861465225,0
0,0.211553754695472,0.000127171321100018,0
0,0.21075379163172,0.000105744780734811,0
0,0.209953810735816,9.4318224470309E-05,0
0,0.209153829839911,8.28916682058078E-05,0
0,0.208353831111855,8.14650960420113E-05,0
0,0.207553832383798,8.00385238782144E-05,0
0,0.206753833655742,7.86119517144179E-05,0
0,0.205953834927686,7.71853795506214E-05,0
0,0.205153854031781,6.57588232861198E-05,0
0,0.204353873135877,5.43322670216182E-05,0
0,0.203553892239973,4.29057107571166E-05,0
0,0.202753911344068,3.14791544926149E-05,0
0,0.201953930448164,2.00525982281129E-05,0
0,0.201153913887955,2.86260101650215E-05,0
0,0.200353897327747,3.71994221019301E-05,0
0,0.199553862935386,5.57728181395435E-05,0
0,0.198753810710874,8.43461982778615E-05,0
0,0.197953758486361,0.00011291957841618,0
0,0.197153706261849,0.000141492958554499,0
0,0.196353654037336,0.000170066338692817,0
0,0.195553601812824,0.000198639718831136,0
0,0.194753549588311,0.000227213098969454,0
0,0.193953515195951,0.000245786495007067,0
0,0.193153498635742,0.000254359906943976,0
0,0.192353482075534,0.000262933318880884,0
0,0.191553501179629,0.000251506762616383,0
0,0.190753520283725,0.000240080206351881,0
0,0.189953557219973,0.000218653665986675,0
0,0.189153611988372,0.000187227141520763,0
0,0.188353666756772,0.000155800617054851,0
0,0.18755370369302,0.000134374076689644,0
0,0.18675375846142,0.000102947552223733,0
0,0.185953795397667,8.15210118585261E-05,0
0,0.185153832333915,6.00944714933193E-05,0
0,0.184353851438011,4.86679152288173E-05,0
0,0.183553870542106,3.72413589643161E-05,0
0,0.182753907478354,1.58148185991098E-05,0
0,0.18195392658245,4.38826233460773E-06,0
0,0.181153945686545,-7.03829392989389E-06,0
0,0.180353946958489,-8.46486609369038E-06,0
0,0.17955393039828,1.08545843218247E-07,0
0,0.178753931670224,-1.31802632057868E-06,0
0,0.177953915110016,7.25538561632995E-06,0
0,0.177153916381959,5.82881345253345E-06,0
0,0.176353935486055,-5.59774281196817E-06,0
0,0.17555395459015,-1.70242990764702E-05,0
