1,	0
2,	24.645
3,	1.643
4,	23.002
5,	3.286
6,	21.359
7,	4.929
8,	19.716
9,	6.572
10,	18.073
11, 8.215
12,	16.43
13,	9.858
14,	14.787
15,	11.501
16,	13.144
